policy_step,loss
0.0,1.1248120069503784
100.0,1.3743001222610474
200.0,6.39288330078125
300.0,43.761417388916016
400.0,21.71759986877441
500.0,10.163424491882324
600.0,6.7603044509887695
700.0,19.06812286376953
800.0,16.86679458618164
900.0,8.78840160369873
1000.0,27.281917572021484
1100.0,31.591211318969727
1200.0,11.4331693649292
1300.0,4.075957775115967
1400.0,18.16176414489746
1500.0,9.962924003601074
1600.0,79.83098602294922
1700.0,1.4752286672592163
1800.0,60.722293853759766
1900.0,2.324959754943848
2000.0,100.8346939086914
2100.0,20.50181198120117
2200.0,1.7748808860778809
2300.0,80.9671401977539
2400.0,34.12873458862305
2500.0,36.97183227539063
2600.0,31.879762649536133
2700.0,54.4011116027832
2800.0,0.7333882451057434
2900.0,1.48560893535614
3000.0,13.43490219116211
3100.0,4.985935688018799
3200.0,2.701655626296997
3300.0,3.584890604019165
3400.0,9.685354232788086
3500.0,69.6238021850586
3600.0,10.5646333694458
3700.0,1.6386972665786743
3800.0,1.2749700546264648
3900.0,6.718845367431641
4000.0,0.8645328879356384
4100.0,0.4183185398578644
4200.0,0.316294252872467
4300.0,2.627490520477295
4400.0,7.384563446044922
4500.0,0.3571866154670715
4600.0,0.6519764065742493
4700.0,1.3015061616897583
4800.0,40.04400634765625
4900.0,0.832889199256897
5000.0,0.5180724263191223
5100.0,2.5290117263793945
5200.0,23.5114688873291
5300.0,0.5884444713592529
5400.0,25.349559783935547
5500.0,14.086819648742676
5600.0,0.8016418814659119
5700.0,14.90834140777588
5800.0,0.3990538418292999
5900.0,0.3974003791809082
6000.0,0.2857675552368164
6100.0,0.4065654277801513
6200.0,8.292232513427734
6300.0,0.5646421909332275
6400.0,9.60459041595459
6500.0,0.6116365194320679
6600.0,10.859394073486328
6700.0,0.6354191899299622
6800.0,0.720787525177002
6900.0,1.238987922668457
7000.0,5.485662460327148
7100.0,42.14429473876953
7200.0,4.573470592498779
7300.0,0.5791420340538025
7400.0,41.100040435791016
7500.0,42.93978118896485
7600.0,25.83913993835449
7700.0,0.4272367358207702
7800.0,0.252297580242157
7900.0,0.4745709300041199
8000.0,0.5204834938049316
8100.0,0.5906414985656738
8200.0,9.156479835510254
8300.0,0.5234282612800598
8400.0,6.740616798400879
8500.0,0.4692058265209198
8600.0,0.3816519677639007
8700.0,0.5264006853103638
8800.0,2.945423126220703
8900.0,1.7621941566467283
9000.0,0.4746818244457245
9100.0,5.902224540710449
9200.0,0.4234611392021179
9300.0,1.1686519384384155
9400.0,0.7461770176887512
9500.0,28.576284408569336
9600.0,4.454326629638672
9700.0,0.6536786556243896
9800.0,0.2856086492538452
9900.0,1.036103129386902
10000.0,0.2994581758975982
10100.0,0.8729316592216492
10200.0,1.8093416690826416
10300.0,0.4984286427497864
10400.0,0.6008490324020386
10500.0,1.0392827987670898
10600.0,0.6667400002479553
10700.0,0.3054602444171905
10800.0,10.288021087646484
10900.0,0.5276501774787903
11000.0,3.305351495742798
11100.0,2.111593246459961
11200.0,3.274132490158081
11300.0,0.5606641173362732
11400.0,7.347131252288818
11500.0,6.116525173187256
11600.0,0.4836243689060211
11700.0,1.7298527956008911
11800.0,1.3329896926879885
11900.0,0.3776872456073761
12000.0,36.1264877319336
12100.0,0.5308254957199097
12200.0,0.6290367841720581
12300.0,0.9235261082649232
12400.0,0.2464899718761444
12500.0,3.495326280593872
12600.0,0.557299017906189
12700.0,0.7837048768997192
12800.0,0.674807071685791
12900.0,0.734686017036438
13000.0,0.7436766028404236
13100.0,0.39744460582733154
